date,Mkt-RF,SMB,HML,RMW,CMA,RF,daily_return
2014-04-24,0.0008,-0.004,-0.0018,0.21,-0.18,0.0,0.0013808325631434748
2014-04-25,-0.0105,-0.0088,0.0053,0.83,0.66,0.0,-0.047687103827637856
2014-04-28,0.0011,-0.0064,-0.0059,1.16,0.03,0.0,-0.013432137099289587
2014-04-29,0.005600000000000001,-0.0026,-0.0011,-0.56,-0.16,0.0,0.021317456752870667
2014-04-30,0.0034999999999999996,0.0022,-0.0003,0.08,0.07,0.0,0.011997933879073441
2014-05-01,0.0004,-0.0018,-0.0016,-0.5,-0.16,0.0,0.023228956075298735
2014-05-02,-0.0007000000000000001,0.0026,0.0040999999999999995,0.32,0.17,0.0,-0.001307786094029928
2014-05-05,0.0013,-0.0036,-0.0054,0.14,-0.26,0.0,0.009814165370896522
2014-05-06,-0.0103,-0.005,0.0012,0.86,0.13,0.0,-0.0390773543009163
2014-05-07,0.0045000000000000005,-0.0074,0.011000000000000001,0.06,0.54,0.0,-0.015057083768540758
2014-05-08,-0.0026,-0.0097,0.0038,0.11,0.24,0.0,-0.004821422536371633
2014-05-09,0.0025,0.0064,-0.0036,-0.14,-0.07,0.0,0.011969112275193483
2014-05-12,0.012,0.013600000000000001,-0.0025,-0.47,-0.29,0.0,0.03837522922134706
2014-05-13,-0.0005,-0.0104,0.0021,0.01,0.01,0.0,0.003034635418443621
2014-05-14,-0.006,-0.0113,-0.004699999999999999,0.17,-0.17,0.0,-0.0034275676868339433
2014-05-15,-0.009000000000000001,0.0032,-0.0028000000000000004,0.21,-0.08,0.0,-0.01770744936631463
2014-05-16,0.0036,0.0023,-0.0042,0.19,-0.17,0.0,0.008181737008651213
2014-05-19,0.005,0.0063,0.0008,-0.32,-0.04,0.0,0.02288533442698859
2014-05-20,-0.0078000000000000005,-0.0079,0.0023,0.11,-0.13,0.0,0.00370771111229673
2014-05-21,0.008100000000000001,-0.0028000000000000004,0.001,0.01,-0.15,0.0,0.03055991465877872
2014-05-22,0.0036,0.0060999999999999995,-0.0026,-0.55,-0.23,0.0,0.0029759613524833473
2014-05-23,0.0049,0.006,-0.0023,-0.11,-0.05,0.0,0.01843594961806283
2014-05-27,0.0069,0.0067,-0.0017000000000000001,-0.53,-0.28,0.0,0.014269796133007384
2014-05-28,-0.0011,-0.0026,0.0023,0.12,0.13,0.0,0.00039326747511903015
2014-05-29,0.0054,-0.0022,-0.001,-0.05,-0.22,0.0,0.015118476053280538
2014-05-30,0.0006,-0.0060999999999999995,0.0026,0.34,0.08,0.0,-0.0016376783675374762
2014-06-02,0.0006,-0.006500000000000001,0.0039000000000000003,0.15,0.16,0.0,-0.0013416004925803637
2014-06-03,-0.0005,-0.0023,0.0016,0.09,-0.16,0.0,-0.005636647135810802
2014-06-04,0.0028000000000000004,0.0024,-0.0008,-0.19,-0.18,0.0,0.007992880102568822
2014-06-05,0.0077,0.0129,-0.0017000000000000001,-0.18,-0.12,0.0,0.01043110288438065
2014-06-06,0.0054,0.0048,-0.0001,-0.13,-0.11,0.0,-0.000382197236187487
2014-06-09,0.0022,0.0101,-0.0031,-0.41,-0.05,0.0,-0.0004004566256819997
2014-06-10,-0.0003,-0.0019,-0.0003,-0.35,0.07,0.0,0.02059931409458793
2014-06-11,-0.0034000000000000002,-0.0018,-0.0023,-0.15,-0.14,0.0,0.0010816727661242531
2014-06-12,-0.0068000000000000005,0.001,0.0017000000000000001,-0.25,-0.01,0.0,-0.01945244163084814
2014-06-13,0.0031,-0.0005,-0.0018,0.1,-0.1,0.0,0.0039027237164572792
2014-06-16,0.0013,0.0040999999999999995,-0.0069,-0.08,-0.29,0.0,-0.00011021598612781514
2014-06-17,0.0034000000000000002,0.005600000000000001,0.0045000000000000005,-0.52,0.03,0.0,0.010037815126550775
2014-06-18,0.0075,-0.0024,-0.0009,0.06,-0.21,0.0,0.01492695183491155
2014-06-19,0.0012,-0.0014000000000000002,-0.0004,0.17,-0.08,0.0,-0.013570616953111236
2014-06-20,0.0018,0.002,0.0005,0.03,0.03,0.0,-0.0016336710686527534
2014-06-23,-0.0001,-0.0023,0.001,-0.05,-0.18,0.0,0.006884589777102379
2014-06-24,-0.0072,-0.0037,-0.0026,0.0,0.03,0.0,-0.0020951252764558337
2014-06-25,0.0053,0.0034000000000000002,0.0016,-0.13,-0.25,0.0,0.019103707527531544
2014-06-26,-0.0011,-0.0009,0.0002,0.12,-0.05,0.0,-0.005292960077446618
2014-06-27,0.0026,0.0048,-0.0022,0.13,-0.14,0.0,0.005558416484167328
2014-06-30,0.0007000000000000001,0.0027,0.0017000000000000001,-0.28,-0.17,0.0,-0.0018673635454945492
2014-07-01,0.0074,0.0043,-0.0039000000000000003,0.07,-0.1,0.0,0.031802792350915876
2014-07-02,-0.0003,-0.0046,-0.0021,0.08,0.22,0.0,-0.01232189900670233
2014-07-03,0.0059,0.0021,0.0011,0.01,0.21,0.0,0.0055909217840202086
2014-07-07,-0.0062,-0.011899999999999999,0.0034000000000000002,0.76,0.25,0.0,-0.012352615849579918
2014-07-08,-0.008199999999999999,-0.0055000000000000005,0.0072,0.81,0.39,0.0,-0.029645855813399846
2014-07-09,0.0046,-0.004,-0.0012,-0.04,-0.06,0.0,0.012748543402032242
2014-07-10,-0.0049,-0.006,-0.0002,0.07,0.06,0.0,-0.005949673339706418
2014-07-11,0.0012,-0.003,-0.0038,-0.39,-0.1,0.0,0.015464043032822561
2014-07-14,0.0046,-0.0001,-0.0013,0.01,-0.14,0.0,0.02214052524549226
2014-07-15,-0.0032,-0.008199999999999999,0.0101,0.22,0.33,0.0,-0.007660086104336328
2014-07-16,0.0032,-0.006,0.0036,0.18,0.16,0.0,-0.0016927196731246763
2014-07-17,-0.0121,-0.0034999999999999996,0.0019,0.42,0.15,0.0,-0.01495326167747868
2014-07-18,0.011200000000000002,0.0046,-0.0045000000000000005,-0.26,-0.28,0.0,0.022182647343090167
2014-07-21,-0.0025,-0.0024,0.0005,-0.35,-0.26,0.0,0.008588473727325852
2014-07-22,0.0053,0.0028000000000000004,-0.003,0.19,-0.18,0.0,-0.012684789391574247
2014-07-23,0.0019,0.0011,-0.0076,-0.24,0.06,0.0,0.010426743137472716
2014-07-24,0.0005,-0.0031,0.0003,-0.21,-0.04,0.0,0.01557381856277451
2014-07-25,-0.0053,-0.004,0.0017000000000000001,-0.02,0.07,0.0,-0.01001704595947761
2014-07-28,-0.0008,-0.0045000000000000005,0.0027,0.03,-0.03,0.0,0.0017828676534381582
2014-07-29,-0.0033,0.0063,-0.0068000000000000005,-0.17,-0.11,0.0,-0.008228942529149186
2014-07-30,0.0012,0.0034999999999999996,-0.0032,-0.68,-0.33,0.0,0.012582290758371473
2014-07-31,-0.0203,-0.0016,0.0048,0.38,0.27,0.0,-0.027071106314370486
2014-08-01,-0.0032,-0.0023,-0.0005,0.09,0.16,0.0,-0.001725042772869445
2014-08-04,0.0074,0.0003,-0.0021,-0.1,-0.45,0.0,0.006534830236503364
2014-08-05,-0.0084,0.0072,-0.0019,-0.16,0.02,0.0,-0.0068568821039660666
2014-08-06,0.0002,0.004,0.0019,-0.03,0.28,0.0,0.004723216302500388
2014-08-07,-0.0052,-0.0005,-0.0015,0.05,-0.04,0.0,0.015250958460768516
2014-08-08,0.011200000000000002,-0.0016,-0.0015,0.35,0.15,0.0,-0.00026115956767580606
2014-08-11,0.004,0.0055000000000000005,-0.0027,-0.16,-0.26,0.0,0.007513176685018497
2014-08-12,-0.0023,-0.005699999999999999,0.0025,0.06,0.02,0.0,-0.007542833223287193
2014-08-13,0.0069,-0.0015,-0.0023,-0.39,-0.17,0.0,0.014357154414323503
2014-08-14,0.0044,-0.0025,0.0002,-0.21,0.05,0.0,0.004050625359761195
2014-08-15,0.0,-0.0015,-0.0014000000000000002,0.18,-0.23,0.0,0.0028164233709451203
2014-08-18,0.009300000000000001,0.0058,-0.0018,0.0,0.04,0.0,0.013014958848122316
2014-08-19,0.0049,-0.0012,-0.0007000000000000001,0.24,-0.15,0.0,0.007623791529267843
2014-08-20,0.0019,-0.006500000000000001,0.0027,0.01,0.27,0.0,0.00010060689868796047
2014-08-21,0.0028000000000000004,-0.0007000000000000001,0.008,-0.1,0.22,0.0,-0.0021413560139909027
2014-08-22,-0.001,0.0027,-0.0036,-0.06,-0.15,0.0,0.005160573941525692
2014-08-25,0.005,-0.0021,0.0003,-0.01,-0.08,0.0,0.0035394926559617623
2014-08-26,0.0019,0.0068000000000000005,-0.0033,-0.38,-0.18,0.0,0.0038513385299272507
2014-08-27,0.0,-0.002,0.0014000000000000002,0.14,0.11,0.0,-0.009093559554979702
2014-08-28,-0.0019,-0.0039000000000000003,0.0009,0.21,0.0,0.0,-0.004283041592612169
2014-08-29,0.0039000000000000003,0.0028000000000000004,0.0009,-0.31,-0.16,0.0,0.006771776680805974
2014-09-02,0.0006,0.0042,-0.0009,-0.09,-0.2,0.0,0.011040571375952046
2014-09-03,-0.0014000000000000002,-0.0051,0.0024,0.04,0.39,0.0,-0.00907968798435943
2014-09-04,-0.0017000000000000001,-0.0015,-0.0018,0.18,0.01,0.0,-0.0009804823981223176
2014-09-05,0.0045000000000000005,-0.0028000000000000004,-0.0003,0.13,0.03,0.0,0.010164392630346297
2014-09-08,-0.0022,0.004699999999999999,-0.0044,-0.38,-0.21,0.0,0.004519315525960854
2014-09-09,-0.0072,-0.0042,0.0,0.29,0.13,0.0,-0.011136877590293692
2014-09-10,0.0045000000000000005,0.0016,-0.0040999999999999995,-0.29,-0.15,0.0,0.011458816716705789
2014-09-11,0.0019,0.0049,0.002,-0.24,-0.02,0.0,0.00030091214338723304
2014-09-12,-0.0055000000000000005,-0.0019,0.0011,-0.06,0.14,0.0,-0.00620642597658394
2014-09-15,-0.0028000000000000004,-0.009300000000000001,0.006500000000000001,0.46,0.64,0.0,-0.028135392643370727
2014-09-16,0.006999999999999999,-0.004,-0.001,0.15,-0.16,0.0,0.00819675211059434
2014-09-17,0.0017000000000000001,0.0008,-0.0022,-0.23,-0.15,0.0,0.0011437756119914155
2014-09-18,0.005,0.0002,0.0001,-0.11,0.0,0.0,0.007245506477738584
2014-09-19,-0.0018,-0.0096,0.0003,0.2,-0.06,0.0,0.0053601365035955695
2014-09-22,-0.0097,-0.0054,0.0009,0.45,0.17,0.0,-0.018463920438319792
2014-09-23,-0.0062,-0.0032,-0.0005,-0.02,-0.25,0.0,0.00801751364682457
2014-09-24,0.008100000000000001,0.0004,-0.009300000000000001,0.09,-0.4,0.0,0.0072932800175273815
2014-09-25,-0.016200000000000003,0.0013,0.0012,0.32,0.24,0.0,-0.019893847021552613
2014-09-26,0.0085,-0.0006,-0.0024,0.09,-0.48,0.0,0.015285661820890972
2014-09-29,-0.0022,0.0018,-0.0043,0.17,-0.27,0.0,0.00027845422492878136
2014-09-30,-0.004,-0.0101,0.0011,0.03,0.0,0.0,0.0024042227112499592
2014-10-01,-0.0139,-0.0014000000000000002,0.003,0.2,-0.07,0.0,-0.02506322035162256
2014-10-02,0.0015,0.0098,-0.0039000000000000003,-0.3,-0.32,0.0,0.01174079197623179
2014-10-03,0.0108,-0.004,-0.0044,-0.09,-0.09,0.0,0.010117015087734549
2014-10-06,-0.0026,-0.0076,0.0037,0.31,0.13,0.0,0.0035667995360109117
2014-10-07,-0.015600000000000001,-0.0014000000000000002,0.0013,0.26,0.03,0.0,-0.01620035320462876
2014-10-08,0.017,-0.0001,-0.0006,-0.05,-0.05,0.0,0.01894681252513064
2014-10-09,-0.0217,-0.0048,-0.0040999999999999995,0.41,-0.1,0.0,-0.015177631719730633
2014-10-10,-0.013000000000000001,-0.0007000000000000001,0.005,0.74,0.35,0.0,-0.025855866152575735
2014-10-13,-0.0159,0.0132,0.0048,-0.31,0.18,0.0,-0.014060884902638127
2014-10-14,0.0028000000000000004,0.0085,-0.0012,0.01,0.07,0.0,0.010713566731860968
2014-10-15,-0.0054,0.0166,-0.013300000000000001,-0.49,-0.57,0.0,-0.006203098364464643
2014-10-16,0.0022,0.0106,0.0024,-0.44,0.14,0.0,-0.06756712798815212
2014-10-17,0.011399999999999999,-0.015700000000000002,-0.0009,-0.02,0.27,0.0,0.01258944534518358
2014-10-20,0.009399999999999999,0.0014000000000000002,-0.0032,0.1,-0.29,0.0,0.012691760848053013
2014-10-21,0.019799999999999998,-0.0042,0.0007000000000000001,0.07,-0.13,0.0,0.021208826191249974
2014-10-22,-0.0085,-0.0055000000000000005,0.0017000000000000001,0.13,0.21,0.0,0.00622715601317303
2014-10-23,0.0129,0.0046,-0.0044,-0.33,-0.04,0.0,0.01951979709513818
2014-10-24,0.0066,-0.005,-0.0012,-0.34,0.09,0.0,-0.0024788713181548294
2014-10-27,-0.0017000000000000001,0.0007000000000000001,-0.0031,0.12,-0.02,0.0,-0.005045569951191098
2014-10-28,0.0137,0.015600000000000001,0.0003,-0.4,-0.19,0.0,0.012650392998784676
2014-10-29,-0.0018,0.0,0.0044,0.21,0.33,0.0,-0.02916346888928878
2014-10-30,0.006,0.002,-0.0052,-0.42,0.09,0.0,-0.007110586690751819
2014-10-31,0.0123,0.0032,0.002,0.19,-0.01,0.0,0.01954228655717949
2014-11-03,-0.0001,-0.003,-0.0007000000000000001,0.05,0.14,0.0,-0.007763094933670445
2014-11-04,-0.0034999999999999996,-0.0004,-0.002,0.13,0.02,0.0,0.0033796080710093435
2014-11-05,0.0048,-0.0043,0.0086,0.31,0.73,0.0,-0.009636188170983995
2014-11-06,0.0049,0.0006,-0.004699999999999999,0.11,-0.26,0.0,0.00312283800084856
2014-11-07,0.0009,0.0001,0.004699999999999999,-0.21,0.06,0.0,0.00326547267613142
2014-11-10,0.0033,0.0014000000000000002,-0.0052,-0.28,-0.36,0.0,0.0019273728607589469
2014-11-11,0.001,0.0001,-0.0027,0.11,-0.26,0.0,-0.001810065195625321
2014-11-12,0.0007000000000000001,0.0070999999999999995,-0.0027,0.19,0.06,0.0,0.002558773700893635
2014-11-13,-0.0003,-0.009000000000000001,-0.0036,0.57,0.01,0.0,-0.002801454414923743
2014-11-14,0.0006,-0.0015,0.0017000000000000001,-0.02,-0.12,0.0,0.012196208522706531
2014-11-17,-0.0005,-0.009399999999999999,0.0024,0.01,0.21,0.0,-0.009991688770820573
2014-11-18,0.0051,0.0,-0.0034999999999999996,-0.14,0.0,0.0,0.002371371591227911
2014-11-19,-0.0021,-0.0087,-0.0004,0.39,0.05,0.0,-0.017915335126007736
2014-11-20,0.0031,0.0088,0.0001,-0.04,-0.03,0.0,0.007576168311318021
2014-11-21,0.0048,-0.0037,-0.0007000000000000001,-0.08,0.04,0.0,-0.0035030137314271403
2014-11-24,0.004,0.0092,-0.0055000000000000005,-0.21,-0.09,0.0,0.0025002529947875107
2014-11-25,-0.0009,0.0004,-0.0003,0.11,0.17,0.0,0.0017863981325203504
2014-11-26,0.003,0.0002,-0.0048,-0.19,-0.17,0.0,0.012793946163613956
2014-11-28,-0.0034000000000000002,-0.01,-0.0116,0.67,0.02,0.0,-0.0013127184407158987
2014-12-01,-0.0089,-0.0089,0.0062,0.1,0.48,0.0,-0.02628369483785431
2014-12-02,0.006500000000000001,0.0045000000000000005,0.0009,-0.49,0.04,0.0,0.009012669419013575
2014-12-03,0.0046,0.0045000000000000005,0.0032,-0.17,0.01,0.0,-0.0023571060020920465
2014-12-04,-0.0017000000000000001,-0.0034000000000000002,0.0008,0.09,-0.13,0.0,-0.00038361099641337493
2014-12-05,0.0025,0.005699999999999999,0.0025,-0.65,0.18,0.0,0.0011551070287971754
2014-12-08,-0.008199999999999999,-0.0055000000000000005,0.0021,0.01,0.12,0.0,-0.011864282398526882
2014-12-09,0.0013,0.0167,-0.001,-0.49,-0.36,0.0,0.010147126032618026
2014-12-10,-0.0172,-0.0062,-0.0012,0.14,0.18,0.0,-0.016529706560407975
2014-12-11,0.005,-0.0006,-0.0018,0.19,0.06,0.0,0.008795433606754388
2014-12-12,-0.0155,0.0046,-0.0059,0.21,-0.29,0.0,-0.00450217225424121
2014-12-15,-0.0068000000000000005,-0.0024,0.0008,0.71,0.12,0.0,-0.013294119032532192
2014-12-16,-0.008,0.0068000000000000005,0.0062,-0.13,0.39,0.0,-0.029488981731530806
2014-12-17,0.0215,0.0091,-0.0007000000000000001,-0.47,-0.4,0.0,0.0279957527693111
2014-12-18,0.0236,-0.0091,-0.0019,-0.42,-0.2,0.0,0.01810309566937729
2014-12-19,0.0043,-0.0024,0.0023,-0.46,-0.02,0.0,0.012567832575877125
2014-12-22,0.0037,0.002,-0.001,0.19,0.08,0.0,0.010780356687100534
2014-12-23,0.0021,-0.0014000000000000002,0.011000000000000001,0.59,0.54,0.0,-0.003527647889667973
2014-12-24,0.0007000000000000001,0.0034999999999999996,-0.0018,-0.12,-0.05,0.0,0.0029396336319824634
2014-12-26,0.0039000000000000003,0.0034000000000000002,-0.0032,-0.08,-0.16,0.0,0.003903479116956321
2014-12-29,0.0013,0.0021,0.0058,0.19,0.16,0.0,-0.0027429607413258505
2014-12-30,-0.0048,0.0007000000000000001,0.0032,-0.06,0.31,0.0,-0.005237431909432044
2014-12-31,-0.009300000000000001,0.0048,-0.004,-0.13,-0.19,0.0,-0.010912130485851046
2015-01-02,-0.0012,-0.005699999999999999,0.0008,-0.25,0.12,0.0,0.005320881479542461
2015-01-05,-0.0184,0.0025,-0.0068000000000000005,0.16,-0.08,0.0,-0.02752754573426408
2015-01-06,-0.0104,-0.0078000000000000005,-0.0031,0.53,0.02,0.0,-0.014527726916589212
2015-01-07,0.011899999999999999,0.0017000000000000001,-0.0066,0.25,-0.14,0.0,0.00384924537710174
2015-01-08,0.0181,-0.001,-0.0028000000000000004,0.11,-0.16,0.0,0.022572848856237338
2015-01-09,-0.0085,-0.0003,-0.004699999999999999,-0.12,-0.16,0.0,-0.008502599402195443
2015-01-12,-0.0079,0.0034999999999999996,-0.0044,0.15,0.17,0.0,-0.019029835548279972
2015-01-13,-0.0019,0.0025,0.0001,0.43,0.02,0.0,0.005450537427540647
2015-01-14,-0.006,0.0027,-0.0051,0.19,-0.14,0.0,-0.0002653909551659783
2015-01-15,-0.0108,-0.0095,0.0059,0.71,0.61,0.0,-0.0174691312441273
2015-01-16,0.013600000000000001,0.0049,-0.0013,-0.31,-0.1,0.0,0.018058423518855893
2015-01-20,0.0011,-0.0075,-0.0051,0.03,-0.44,0.0,0.017159253260705
2015-01-21,0.0042,-0.0091,0.005699999999999999,0.2,-0.02,0.0,0.053335124958864055
2015-01-22,0.0158,0.0046,0.0042,0.01,-0.1,0.0,0.02867045745469743
2015-01-23,-0.004699999999999999,0.0043,-0.0077,-0.05,-0.53,0.0,0.009536767872416974
2015-01-26,0.0043,0.0058,-0.0005,-0.42,-0.07,0.0,0.0029706682642283155
2015-01-27,-0.0121,0.0073,0.002,-0.36,0.49,0.0,-0.012256017760020277
2015-01-28,-0.0139,-0.0017000000000000001,-0.008199999999999999,0.52,-0.22,0.0,-0.0011603399721746843
2015-01-29,0.0098,0.0021,0.0003,0.02,-0.35,0.0,0.015678858650686855
2015-01-30,-0.0131,-0.0083,0.0005,-0.16,-0.45,0.0,0.002434383910016491
2015-02-02,0.0124,-0.0038,0.01,0.05,0.13,0.0,-0.0021672776329019205
2015-02-03,0.0149,0.0024,0.0049,0.05,0.39,0.0,0.012586124169067237
2015-02-04,-0.0034999999999999996,-0.0009,-0.0023,0.33,-0.07,0.0,-0.004553059073917898
2015-02-05,0.011000000000000001,0.0042,-0.0007000000000000001,-0.54,-0.2,0.0,0.003743871362902773
2015-02-06,-0.002,0.0009,0.0034999999999999996,-0.18,-0.12,0.0,-0.008627098368632069
2015-02-09,-0.0046,-0.0034999999999999996,0.0012,-0.03,-0.03,0.0,-0.0016951328302946544
2015-02-10,0.0105,-0.0036,-0.0072,0.1,-0.38,0.0,0.016260344805705262
2015-02-11,0.0003,-0.0016,-0.0033,0.08,-0.07,0.0,0.01031594284428361
2015-02-12,0.01,0.0017000000000000001,-0.0006,-0.15,-0.29,0.0,0.0037874605237024905
2015-02-13,0.004699999999999999,0.0014000000000000002,-0.0032,-0.3,-0.24,0.0,0.007030015761331221
2015-02-17,0.0017000000000000001,-0.0001,-0.0007000000000000001,-0.19,-0.15,0.0,-0.00013023366713071916
2015-02-18,0.0003,0.0026,-0.008100000000000001,0.29,-0.18,0.0,0.008168816163871329
